Gabarito	Line	SentiWordNet	SenticNet	Emoticons	Panas-t	Sasa	Happiness Index	Sentistrength	Emolex	NRC Emotion	Opnion Lexicon	Emoticon Distant Supervisor	SO-CAL	Pattern.En	Umigon	AFINN	Opnion Finder	Vader	Sentiment 140	Combined Method
1	BCO SA BRAZIL, BRAZIL, Brazil Bank reduces interest rates for vehicle financing, The Bank of Brazil reported, on Monday (1), which began offering promotional rates from 0.97% per month to finance. new vehicles and 1.18% per month for used vehicles, with a term of up to 60 months The credit line is available to BB account holders, followed the normal process of bank approval, with the following the following advantages: financing of up to 100 % of the vehicle, within 180 days of grace, ability to choose up to two months a year without payment of the monthly installment and there is no collection of fees in the operation. The bank points out that interest rates also vary according to the relationship level. account with the financial institution and the characteristics of the operation (in percentage, term and year of manufacture of the vehicle) The conditions of the financing with 0.97% monthly rate are: annual interest rate of 12.28%; Cost Effective Total (CET) annual 14.84%. With 1.18% per month rate: annual interest rate of 15.12%, 17.75% annual CET. Source: Portal Brazil with Brazil's Banco Information All content on this site is published under the license Creative Commons CC BY ND ND CC BY 3.0 Brazil 3.0 Brazil. 	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	-1	1	-1	1
-1	BCO SA BRAZIL, BRAZIL, Brazil will have to indemnify the Bank account holder, The Bank of Brazil will have to pay $ 5000 to the account holder José Rodrigues da Silva for moral and material damages. The reason for the legal action was the application of complaint discounts improper in savings by the financial institution, which did not present compelling evidence that would justify. The resolution of the judge Stênio José de Sousa Neiva Coêlho, a member of the 1st Chamber of the Court of Pernambuco, maintained judge decision of the 1st Civil Court of Palmares, Evani de Barros, and confirmed the granting of compensation According to the site Court of Pernambuco, on appeal, the Bank of Brazil asked the reform of the sentence, claiming that his performance was based in good faith and legality and that therefore there is no need to talk about characterizing tort damage in offbalance sheet sphere of the author. The judge Stênio Neiva found that the application of the Consumer Protection Code is incontestable in operations carried out by financial institutions, as Precedent 297 of the STJ. It's peaceful jurisprudence the understanding that the operations carried out by financial institutions fit these prove that there was a failure to provide the service as it does not only apply the civilists principles governing civil liability, and shall apply the rule laid down by the Code Consumer Protection which provides for strict liability of the service provider, offering, however, in its art. 14, § 3, of the CDC, two grounds for exemption from responsibility, he says in the decision. According to art. 14, paragraph 3, of the CDC, the service provider just will not be liable if he proves that, having provided the service, the defect does not exist; and the exclusive fault of the consumer or a third party. The rapporteur cited precedents of the Supreme Court and decisions of the Courts of Pernambuco, Rio Grande do Sul and Minas Gerais. The order was published in Issue No. 1542014 of the Electronic Justice Journal (DJE) on Tuesday (26). Still fits Internal interlocutory appeal or to take the Regimental Appeal for trial in the 1st Civil Chamber of TJPE, composed of two judges. 	1	1	0	0	0	1	0	1	-1	-1	1	1	1	-1	1	0	1	1	1
-1	BCO SA BRAZIL, BRAZIL, Credit Bank of Brazil raised the recommendation and price target almost doubles action  InfoMoney, SÃO PAULO. Analysts at Credit Suisse to show confidence in the performance of roles of the Bank of Brazil (BBAS3) Shares had its high recommendation   Neutral   to   Outperform   (above average performance) and the target price set by the investment bank almost doubled in value of R $ 23, 00 to R $ 44.00  totaling a potential high of 24.19% over the closing of the 1st of September 2014. This year has been good for those who bought BB actions: the role already high brand 49.43% in 2014 so far Even with a sharp rise in 2014, which justifies an analysis as optimistic by the Credit Suisse team  nbsp;.? The European institution also states that based on the repricificação model of the Bank of Brazil and considering the current level of credit spreads in the retail and corporate segment, is estimated to be added around R $ 6.6 billion net interest income when the portfolio has been completely changed. 	1	1	0	0	0	1	0	1	0	1	1	1	1	-1	1	-1	1	1	1
1	BCO SA BRAZIL, BRAZIL, the Bank of Brazil is the company of the year, The movement of IPOs on the stock exchange in 2013 can be divided into two phases. The first, until the 24th of April, in which eight initial public offerings ( English Initial Public Offerings or IPOs) and sales of the listed company shares moved R $ 4.4 billion. The second phase, from the launch of the BB Security actions, a company controlled by the Bank of Brazil which is responsible for insurance, pension and capitalization of the bank. From this IPO, the second largest IPO of the stock market history, the year 2013 has become one of the most significant in stock sales, moving R $ 23.4 billion, almost the sum of 2011 and 2012. The launch of the BB Security, which is rapidly moving to become the biggest insurance company, pension plan and capitalization of the country, was worth $ 11.47 billion. investor reserves were three times the offer, and, unlike what happened with most releases of the past year, the shares awarded royally who bought. From launch until the end of August, the stock appreciated 120%, and the market value of BB Security surpassed R $ 70 billion at the end of the month, compared to R $ 92 billion the bank itself. The new company, which BB has 70% interest, has contributed earnings of R $ 2.5 billion in 2013 and R $ 1.5 billion in the first half of this year, and has fattened the results the bank in more than R $ 7 billion from the sale of securities. The success of the IPO of BB Security plus the growth in the participation of the bank in the credit market and its diversification into new markets made the Bank of Brazil to be chosen Company of the Year by THE BEST MONEY. The company's emergence was a milestone for the Bank of Brazil's business and the Brazilian capital market, says Aldemir Bendine, president of the bank. Going against the market mood, showed that consistent business does not depend on momentary analysis of the economy. Another important point is the growth in loans. BB increased its share of 20.7% of the market in the second quarter of 2013 to 21.3% in June 2014. For a bank, expand the loan portfolio always tends to be a risky move because the trend It is to capture first, the worst customer competition  ie borrowers that offer higher risk of default. However, the Bank has managed to keep default rates below the market average. In June 2013, also due to the aftermath of the increase in default in previous years, the average default of the financial system was 6.2%. At BB, this indicator was 5%. Twelve months later, the combined efforts of the banks to clean up their portfolios started to bear fruit and the average default system had fallen to 4.78%. In the case of BB, the drop was even more significant, to 3.57%. We maintain our focus on lower risk portfolios, model we have adopted long ago and now began to guide the action of other major banks  if the payroll loans, for example, says Bendine. The next steps in addition to enhancing participation in mortgage lending, which has been growing at a rate of 80% per year are to expand lending to the automotive sector through a partnership with Banco Votorantim and extend such cooperation to the credit payroll. The reasoning is simple: the Finance BV, promoter of the Votorantim sales, offers loans for car purchase in a wide network of more than 20,000 resellers of all sizes around the country nothing more logical than to take advantage of this capacity. offer payroll, low risk loans that are the new apple of the eye of the financial system. BB's goal is to maintain the pace of growth. But always seek to grow without our flexible credit policy, characterized by technical rigor and a conservative approach, says Bendine. There is room to grant more credit within the projected levels without the occurrence decrease in portfolio quality. 	1	1	0	0	1	1	0	1	-1	1	1	1	1	-1	1	1	1	-1	1
-1	BCO SA BRAZIL, BRAZIL, Agency of the Bank of Brazil is kicked in RS Centre in Upper Valley Itaja, A Bank of Brazil branch was broken into in RS Center in Alto Vale do Itajaí, early on Tuesday. According delegate information Isomar Pereira, who is in charge, three men reportedly entered the front door of the bank at around 6, removed an entry partition and open the back of one of the ATMs with mixed key. All the money was taken, but still do not know the specific amount. The men were hooded and wearing dark clothes. According to the delegate, they fled on foot. Now the Civil Police of Rio do Sul works with images of site security camera to try to locate the suspects. 	-1	1	0	0	0	1	0	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1
1	BCO SA BRAZIL, BRAZIL, Open registration for the selection of the Brazil 2015 Bank sponsorship, are open until September 19 registration for the Sponsorship Public Selection Process of the Bank of Brazil for 2015. The Department of Promotion and Development of Sport the Ministry of Sports informs tenderers who wish to register a project to make the register until the deadline, exclusively via the Internet, in compliance with the instructions contained in the notice. The notice and the online registration of proposals is available through the Bank of Brazil site. Information on who may participate and how will the public selection process of the projects are in the announcement. They can participate legal entities established in the country which are in tax compliance. From the hiring stage, it is mandatory that the bidder is a customer of the Bank of Brazil. 	1	1	0	0	0	1	0	1	-1	1	1	1	1	-1	1	1	1	1	1
-1	BCO SA BRAZIL, BRAZIL, Brazil STJ sends the Bank paying customers for the Summer Plan losses, The Second Section of the Superior Court of Justice (STJ) decided on Wednesday (13) that the Bank of Brazil must pay all the customer the country the difference related to the loss generated in savings accounts because of the Summer Plan in January 1989. In a statement, the bank said the decision has no immediate effect and will appeal the Court analyzed decisão.O bank resource on court ruling dating back to 2009, when the 12th Civil Court of Brasília was judged public civil action filed by the Brazilian Institute of Consumer Defense (Idec). That year, the Court had already condemned the bank to pay the socalled   inflation effects  , which occur when inflation rates are not applied in savings and generate loss in the income deposited. The Bank of Brazil appealed to the court claiming that the sentence should be valid only for open savings accounts in the District Federal and only savers associated with Idec, plaintiff would have standing to seek the fulfillment of sentença.Na resource rapporteur's view on STJ, Minister Luis Felipe Solomon, the former trial had decided that the decision should include all savers account held in the Bank of Brazil in January 1989, and not just those residing in the Federal District and were linked to Idec. The vote of the rapporteur was followed by other more minitros.saiba Supreme decides to again postpone the trial econômicosSTJ plans decide in favor of savers on economic plans of interest The press office of the Bank of Brazil said through a statement that the institution will file the appropriate appeals against the decision after the publication of the judgment.   The decision [...] shall not take immediate effect, it must await the publication of the judgment, on which the BB interpose the appropriate resources for the final pronouncement of the Supreme Court  , says the note. The Supreme Court did not say the amount the bank will have to pay if the determination of Justice is again confirmed. Created in an attempt to contain hyperinflation, the Summer Plan, as well as others created in the early 1990s, they changed the calculation of the indexation of savings balances. Almost 400,000 cases on economic plans are to conduct suspended in various courts since 2010, awaiting a Supreme Court decision. Plaintiffs argue that suffered losses and want to receive the corrected values ​​based on inflation. The Supreme Court judgment of Wednesday in Superior Court is different from the judgment of the Supreme Court (STF), in which the Supreme Court will determine the validity of economic plans and the restatement of the books values ​​occurred within the law. The trial would be held in late March, but was postponed and there is no new date. If the court finds that the percentage used by the plans was correct, many savers will not be entitled to anything. In that case, the Supreme Court can evaluate what to do with those who have received money from the banks by decision of other courts. Should the Supreme consider the irregular used index should stipulate how the payment of the correction of savings balances will be done. 	1	1	-1	0	0	1	0	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1
1	BCO SA BRAZIL, BRAZIL, Brazil Bank triples limits terminals with biometrics, The Bank of Brazil (BB) tripled, from this Wednesday (3), limits payments, transfers and withdrawals made on terminals which bear authentication biometrics. The bank will continue taking into account operational limits of each transaction, such as the maximum amount of dispensed bills every serve. But customers with R withdrawal limit of $ 1 thousand, for example, may withdraw £ 3000 in. terminals with biometrics The country's largest bank has 9.5 million registered customers in biometrics project solution that offers more security and speed of transactions.  BB customer base exceeds 60 million The financial institution plans to nearly double, to the end of this year, the number of selfservice terminals embedded with biometric technology, from the current 6400 to 12,000. In the case of BB, the identification is made through digital printing. In addition to safety from scams, the solution allows reduce user time spent in front of the terminal. According to surveys of BB's technical team, on average, a person takes 48 seconds to complete a transaction without the biometric ATMs (when wrong password combination of letters, the time up to a minute and ten seconds). In cases with biometrics, the client can complete the transaction in 36 seconds to less than 12 in the equipment without technology. For the vice president of BB Technology, Geraldo Decade, technology sets   new paradigm   in the customer relationship and machine. He points out that the market always worked for authentication with the storage of passwords and card usage.   The evolution of technology allows this identification can be made from the client, the socalled biometric factor, eliminating fraud risks  , he said. 	-1	1	0	0	0	1	0	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1
-1	BCO SA BRAZIL, BRAZIL, Justice indemnifies bank account holder at $ 5000 for improper discounts in savings, The judge Stênio José de Sousa Neiva Coêlho, a member of the 1st Chamber of the Court of Pernambuco, maintained judge decision of the 1st Court Civil Palmares, Evani de Barros, and confirmed the granting of compensation for moral and material damages in the amount of R $ 5000 to the account holders of the Bank of Brazil José Rodrigues da Silva. The reason for the injunction was the termination of application of undue discounts in savings by the financial institution, which did not present compelling evidence that would justify. On appeal, the Bank of Brazil asked   reform of the sentence  , claiming that   his performance was based within the good faith and legality and that therefore there is no need to talk about characterizing tort damage in offbalance sheet sphere of the author. If this is not the understanding, strives for mitigation of the amount of respect for the principles of reasonableness and proportionality . This second point was also not heeded by the magistrate. The judge considered that Stênio Neiva is indisputable application of the Consumer Protection Code in operations carried out by financial institutions, as Precedent 297 of the STJ.   Thus, it is peaceful jurisprudence the understanding that the operations carried out by financial institutions fit these prove that there was a failure to provide the service as it does not only apply the civilists principles governing civil liability and shall apply the rule established by the Consumer Protection Code which provides for strict liability of the service provider, offering, however, in its art. 14, § 3, of the CDC, two grounds for exemption from liability  , he says in the decision. According to art. 14, paragraph 3, of the CDC,   the only service provider will not be liable if he proves: I  having rendered the service, the defect does not exist; II.  The exclusive fault of the consumer or a third party   The rapporteur cited precedents of the Supreme Court and decisions of the Courts of Pernambuco, Rio Grande do Sul and Minas Gerais. The order was published in Issue No. 1542014 of the Electronic Justice Journal (DJE) on Tuesday (26). It is still Internal interlocutory appeal or to take the Regimental Appeal for trial in 1st Civil Chamber of TJPE, formed by two judges.	1	1	0	0	0	1	0	1	-1	-1	1	1	1	-1	1	1	1	1	1
-1	BCO SA BRAZIL, BRAZIL, billionaire COMPETITION bid the Bank of Brazil to hire the law firm is suspended, A billion dollar bid for which the Bank of Brazil plans to hire law firms has been suspended by the courts of São Paulo. On Friday (29  8), Judge Marcos Pimentel Tamassia, the 4th Court of the Treasury of the State, at the request to two offices accusing the bank breaches a standard scheduled in the announcement itself. The decision was given on the same day that the bank released the final results of the competition. The Nativity and Gonçalves Pereira Law Firm and Law Gionédis stalls, participating in the largest tender for legal services of the country, accusing the bank of disregard, counting points, defined criteria in the announcement. In case canceled extra score offered the stalls had professionals registered in more than a sectional of the Bar Association of Brazil. The Bank of Brazil would have assigned that points to all offices, even those who had only lawyers registered in the sectional in which the bank operated. The bank announced that it would give a score to all lawyers in a   note of clarification  , which responds to administrative appeals filed by stalls participating in the bidding. Changing the scoring criteria as accuse the offices, took place after the opening of the envelopes with the proposals of competitors. This, they say, is an affront to Law 8666 (Procurement Law) and hurts of death the Principle of Linking Summoning the instrument and the principle of equality. It is clear that the Bid Committee attitude of the defendant [Bank of Brazil] is covered as completely illegal, given that, based on clarification 'strangely' received and published after the final delivery date of qualification documentation and score by participants of the event offices, and modifying the essence of the rules of the notice that required for extra score that lawyers were demonstrably registered in more than one OAB benefited those competitors who did not have professionals registered in two OABs and hurt those who fulfilled editalícia rule at the appropriate time, say the stalls. In a preliminary decision on Friday, Judge Marcos Pimentel Tamassia says that the evidence presented by the authors seem to converge on the conclusion that one of the criteria of the notice, specifically one for which bonuses would be assigned to the office where more professionals were enrolled in more a sectional OAB indicated by BB to provide services, was breached in order to counteract, especially the principle of linking the announcement.  Recognizing a possible irreparable harm should the bid go ahead before this issue be discussed in court appointed, the judge accepted the request of lawyers and intimate the Bank of Brazil to manifest in the next 15 days. Wilians Nelson Rodrigues, a partner and chairman of the Nelson Wilians and Advogados Associados  participating in the competition  said that as the decision was given hours after the bank disclose the results of the contest, as no extra score questioned in action, it does not will take effect.   By removing the notice the reason which caused the questioning, the judicial measure that theoretically would have the power to suspend the accreditation process loses its object, there is no need to talk about any damage in the orderly process of accreditation   says the lawyer. If police Competition opened by the Bank of Brazil to hire law firms became subject of police and the Federal Audit Court. The tender, involving more than 230 thousand cases linked to the bank, had already been the target of 30 administrative features six representations at TCU and even a criminal representation. Much of complaints pointing out problems in the office, on the first score of disclosure, placed first in 30 of 54 categories and regions bid. The Nelson Wilians and Advogados Associados is accused of simulating hiring attorneys who can see covered in the professional list at the time of competition. The direction of the Office denies any irregularities. The Bank of Brazil has more than 1 million court cases, and internal lawyers take care only of strategic, leaving the mass and less complex for outsourced. Persons connected to the bank say that due to the proportions that any problems that bidding can take complaints have concerned employees and company lawyers. Click here to read the decision. * Text changed to 21h14 of the day August 29, 2014 to increase information. 	-1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1
1	BCO SA BRAZIL, BRAZIL, Treasury secure payments of R $ 8 billion to the Bank of Brazil, Delays in transfers to government banks contribute to improve government accounts because the Treasury primary surplus increases in monthly result Brasília  The government is delaying transfers Brazil made to the Bank to fund lower interest rates on loans to farmers. The debt of the National Treasury with the bank closed the first half at R $ 7.943 billion, almost double the R $ 4.158 billion recorded at the end of June 2013, second swing BB, released last week. The BB closed the year with R $ 6.333 billion in this   Account . Delays in transfers to government banks help to improve government accounts because, by postponing these lending, the Treasury increases, at least in the monthly result, the primary surplus. the government's savings for the payment of debt Banks have contracts with the Treasury, but these terms do not compel the government to be punctual payments. In such cases, the debt to be paid is remunerated by the Selic rate, currently 11% per year. In a statement, the Bank of Brazil reported that   relations with the Treasury are expressed in contract to provide services that even covers the equalization processes of rural credit . Determination The vice president of the National Union of Minority Shareholders of the Bank of Brazil (Unamibb), Isa Musa de Noronha, said it will make a representation at the Court of Accounts (TCU) asking the calculation of this practice.   The government wants to make its BB box. We no longer have bank accounts. This story that BB will never break is unfounded. If overtighten, the dry tap one hour.   The problem has not gone unnoticed to farmers. The president of the Association of Soy Producers and Corn Brazil (Aprosoja), Almir Dalpasquale said that the supply of credit via BB has been selective. The lack of crop financing, he said, is more felt in Goiás, Mato Grosso do Sul and Paraná. Dalpasquale said the slow pace BB for funding was one of the subjects taken by representatives of agribusiness entities to the Minister of Agriculture, Neri Geller.   Private banks are much more agile   he said. The box expedient reflected in BB swing repeats strategy used in the CEF, as revealed by the newspaper O Estado de S. Paulo on Wednesday, 13. They became frequent this year, delays to the Treasury Case for payment of social benefits such as unemployment insurance and the Family Grant. The mismatches were discovered by the Central Bank of the supervisory area, which required bank explanations. Box has requested that a mechanism of conciliation and arbitration to Attorney General of the Union (AGU) to resolve the impasse. Unlike the case, BB is a joint stock company with shares listed on the exchange. The BB is responsible for 65% of rural credit in Brazil. The agribusiness portfolio of the bank ended the second quarter with a balance of R $ 155.6 billion, up 23.2% over the same period of 2013. During the period, we highlight the balance of operations contracted by the Pronaf, intended program family farmers (US $ 31.8 billion) and the Pronamp, support the average farmer (R $ 20.2 billion), two lines with government subsidy. The information is the newspaper O Estado de S. Paulo. 	1	1	0	0	0	1	0	0	-1	-1	1	1	1	-1	1	-1	1	-1	1
-1	BCO SA BRAZIL, BRAZIL, Safe Brazil's Bank branch is broken open with torch in Mairi, A Bank of Brazil branch located in the municipality of Mairi, at 298 kilometers from Salvador, was invadidada by robbers in the early hours of Tuesday ( 26). According to the local police station officials, the incident occurred at around 0h15, and the action of criminals was not seen in the early morning after the arrival of employees. According to police, which still has information on the amount of people involved in the crime, the robbers entered the bank unit after they destroyed the windows of a window which is the agency's funds. Within the unit, the police reported that the burglars managed to break into the safe with a blowtorch. No information about amount taken by the suspects. Initial reports indicate that the assailants managed to turn off the alarm system of the external area, as well as security cameras. According to police, witnesses said they saw three suspicious cars circulating in some area before the crime. No one was arrested until the early evening of Tuesday (26). 	-1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1
-1	BCO SA BRAZIL, BRAZIL, Brazil Bank: complaint about competition must be judged by the Labor Court, The First Panel of the Regional Labor Court of the 10th Region (TRT10) reaffirmed the understanding that it is for the Labor Court judge disputes involving public tender the Bank of Brazil S  A, mixedcapital company with private legal status. For the judges, despite the mandatory public tender under Article 37 of the 1988 Constitution, the matter involves initial negotiations of a contract employment under the canopy of the Consolidation of Labor Laws (CLT), which attracts the jurisdiction of the labor courts. Approved on public tender for the Bank of Brazil, a candidate filed a labor complaint requiring their hiring or job reservation for their benefit, arguing that the BB, despite the real need for personal and not prioritizing competition held, preferred to proceed bid by electronic trading for hiring temporary provision of services throughout the country, which, according to understand the complainant, imported omission to qualified candidates at the event.  The trial court concluded by incompetence of the Labor Court to proceed to judgment, declining it in favor of the civil courts. The applicant appealed to the TRT10 to try to reverse the verdict of 1st degree judge. In response, the Bank of Brazil was manifested by the maintenance of the sentence, stating that the claim of the author's complaint would be eminently civil, unrelated to employment or precontractual nature and therefore should be forwarded to Justice with a. The case of the rapporteur on TRT10, Judge Dorival Borges de Souza Neto, stressed in his vote that the claim of the background material discusses initial negotiations of an employment contract, in the form of precontract involving liability issues arising the employment relationship and therefore sit under the labor jurisdiction.  According to the judge, the applicant is a joint stock company incorporated in the form of jointstock company and has private legal personality. Despite the obligation of contracts by public tender, as provided in the Constitution, the Bank of Brazil employees are eminently CLT. Moreover, the rapporteur stressed that the discussion does not involve any question concerning the validity of the contest. With these arguments, the judge allowed the appeal for setting aside the finding of absolute incompetence, confirm the competence of the Labour Court to adjudicate this done, determining the return of the case to the lower court for judgment of merit of the claim. Case No.	1	1	0	0	0	1	0	1	-1	-1	1	1	1	-1	1	1	-1	-1	1
-1	AMERICAN STORES SA, AMERICAN STORES, see news sales Santander to Bradesco; Banks deny but unit fires  InfoMoney, The retailer Lojas Americanas had net income of R $ 40.5 million in the second quarter, up 15.1% year on year, the company said on Wednesday (13) result. was lower than expected by analysts. The average of the estimates obtained by Reuters pointed to R $ 53 million profit in the period. In the first half, net profit fell 28.4%, to R $ 66.4 million, impacted by worsening financial result in the period. The quarterly net revenues of Lojas Americanas was R $ 3.6 billion, annual high of 37.6%. Part of the result was driven by the occurrence of Easter in April this year, and in March 2013. date, 32 stores were opened, and the company already has more than 70 contracted or at an advanced stage of negotiation, he said. EBITDA (acronym for earnings before interest, taxes, depreciation and amortization) advanced 33.2% set the same basis of comparison, ending the quarter at R $ 412 million.SHOPS SA AMERICAN, AMERICAN STORES, Lojas Americanas earns R $ 40.5 million in the 2nd quarter, Lojas Americanas reported consolidated net income of R $ 40.5 million in second quarter profit of the year, up 15.1% from same period last year, EBITDA (earnings before interest, taxes, depreciation and amortization) adjusted grew 33.2% to R $ 412 million between April and June, with a margin of 11.3%, down 0.4 percentage point. Net revenues totaled R $ 3.631 billion in the period, an increase of 37.6%. In the first half, net income reached R $ 66.4 million, down 28.4% from the first six months of last year. Adjusted EBITDA rose 20.4% to R $ 796.0 million, with margin of 11.3%, 0.2 pp lower. Net income for the semester was R $ 7.022 billion, up 21.7%. 	1	1	0	0	1	1	0	-1	0	-1	1	1	1	-1	1	-1	1	-1	1
-1	SHOPS SA AMERICAN, AMERICAN STORES, FINANCIAL Lojas Americanas is optimistic despite challenging semester, The second half of the retailer Lojas Americanas should be positive in sales, considering the important dates for the trade  Black Friday, Children's Day and Christmas  but will still be a challenging period. The assessment is the CFO and the company's relations with investors, Murilo Correa. In terms of expectations for the second half, I can say that we are very optimistic. It will be challenging, as always, but we are very optimistic store opening term and relationship with consumers, said during a conference call with analysts. The executive commented further that the company sees great potential for expansion of own brands. We are giving this special attention to this business,  he said and explained that the advancement of parent company's margins are influenced by the positive performance of own brands. About contribution of $ 2.4 billion Lojas Americanas in the subsidiary B2W, the executive said that there will be a reflection on the financial results of the parent company. The company has a net debt effect increased with the departure of contribution plus the effect of the Interbank Deposit Certificate he said. Income retailer had net income of R $ 40.5 million in the second quarter, up 15.1% year on year. In the first half, net profit fell 28.4%, to R $ 66.4 million, impacted by worsening of the financial result in the period. The quarterly net revenues of Lojas Americanas was R $ 3.6 billion, an annual increase of 37.6%. Part of the result was driven by the occurrence of Easter in April this year, and in March 2013. To date, 32 stores were opened, and the company already has more than 70 contracted or at an advanced stage of negotiation, he said. Adjusted EBITDA advanced 33.2% in the same comparison basis, ending the quarter at $ 412 million.	1	1	0	0	1	1	0	-1	0	1	1	1	1	-1	1	1	1	1	1
1	SHOPS SA AMERICAN, AMERICAN STORES, Lojas Americanas earns R $ 40.5 million in the 2nd quarter, Lojas Americanas reported consolidated net income of R $ 40.5 million in second quarter profit of the year, up 15.1% from same period last year, EBITDA (earnings before interest, taxes, depreciation and amortization) adjusted grew 33.2% to R $ 412 million between April and June, with a margin of 11.3%, down 0.4 percentage point. Net revenues totaled R $ 3.631 billion in the period, an increase of 37.6%. In the first half, net income reached R $ 66.4 million, down 28.4% from the first six months of last year. Adjusted EBITDA rose 20.4% to R $ 796.0 million, with margin of 11.3%, 0.2 pp lower. Net income for the semester was R $ 7.022 billion, up 21.7%.  	1	1	0	0	1	1	0	-1	0	0	1	1	1	0	1	-1	1	-1	1
1	SHOPS SA AMERICAN, AMERICAN STORES, Lojas Americanas and Americanas.com sponsor Books in Squares in the state of Rio de Janeiro, The project runs for the first time in municipalities of Baixada Fluminense Lojas Americanas and Americanas.com are sponsors of the project Books in Squares, which aims to encourage reading, leading to communities a bus transformed into a library. The project comes at its third edition and first circulated in the municipalities of Baixada Fluminense. The buslibrary Americanas and Lojas Americanas.com, the characteristic red color of the two brands, will for ten squares in the state of Rio de Janeiro, performing loans free books for children and adults. Every two weeks the bus to at square one. Visitors can read in the vehicle which offers a collection of two thousand books, children, youth and adults, or take the books home. The project also includes parallel activities such as reading workshops and storytelling. About 80% of books are Brazilian authors such as Ana Maria Machado, Thalita Rebouças, Paulo Coelho and Monteiro Lobato. The bus also offers 60 picture books in Braille and audiobooks for the visually impaired. Lojas Americanas and Americanas.com donated 10,000 comic books to the project, which will be distributed to the bus visitors daily. The buslibrary is fully adapted to receive public with special needs. The vehicle has an overfill chair, suitable for wheelchair users and the elderly who have difficulty climbing the ladder access. The project provides the spread of reading for all classes and ages. In addition, we strive to make this project accessible to all, because we believe that this way we can contribute to the culture and education, with no distinction, says Carlos Padilla, director of Lojas Americanas. The launch of buslibrary takes place this Tuesday (2608) at 14h, in Madureira Park, with a big party for children and adults. The Books in Squares will pass through St. Johns Wood, Belford Roxo, Caxias, Nova Iguaçu, Campo Grande, Gamboa, Leme, Madureira, Tijuca and Vila Isabel, from August to December. 	1	1	0	0	0	1	0	1	0	1	1	1	1	-1	1	0	1	1	1
1	SHOPS SA AMERICAN, AMERICAN STORES, Lojas Americanas, Americanas.com and Americanas Viagens will play to celebrate anniversary, Promotion of the brands will give away £ 10,000 daily Lojas Americanas, Americanas.com and Americanas Viagens celebrate anniversary in September and launched the promotion Here you do the party which will reward one customer per day to R $ 10,000. The every $ 50 in purchases in Lojas Americanas, Americanas.com and Americanas Viagens, from August 21 to September 10, the customer receives a paraconcorrer lucky number for the prize. There are 21 days of promotion to celebrate 85 years of Lojas Americanas, 15 of Americanas.com and 5 of Americanas Viagens. The winners will be posted on www. americanas.comaniversário. In physical stores, the customer wins immediately on purchases from R $ 50 a toast, which can be collected. The options, very useful for the client to your party, are kit with three holder cups, Petisqueira dish, 500 ml bowl or spoon in the colors cherry, mahogany or walnut. Merchants are with many special offers and commemorative products specially developed for the celebration. In Americanas.com daily from 2108 to 0209, the customer will get a product with superdesconto from 12pm, and many offers with special discounts. In Americanas Viagens the customer will also have various discounts on tickets, hotels and packages. 	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1
1	SHOPS SA AMERICAN, AMERICAN STORES, Lojas Americanas and Americanas.com promote anniversary sale, As part of the commemorative actions anniversary, Lojas Americanas and Americanas.com promote on Wednesday, day 03, one sale with discounts on various categories. computer products, telephony, electronics, appliances, perfumes, Candy Jar, CDs, DVDs and many more will be on offer. Highlights of physical stores are TVs of 32 , for R $ 899.00, Samsung Galaxy S2 Duos TV TIM, from R $ 599.00 to R $ 499.00, Koleston by R $ 12.99 Bis and Lacta box with 20 per R $ 2.99. Purchases can be paid in up to ten times without interest, with a minimum monthly payment R $ 9.90 in all credit cards. In Americanas.com various products are also lower prices, as the Tablet Samsung Galaxy Tab 4 T530N, of R $ 1,099.00 for R $ 799.00, the game Pro Evolution Soccer 2014 for Xbox 360 and PS3, for R $ 99.90 in the billet, and CDs and DVDs from £ 0.99. Purchases can be paid in up to ten times the cards with a minimum amount of R $ 15.00 and has 10% off the ticket or bankline for tablets and telephony products on purchases over $ 299.00. The other departments of the online store have 5% discount for cash payment. Besides taking advantage of all offers, the customer still has a chance of winning £ 10,000. On purchases from £ 50, he earns a ticket to enter the lottery. The more you buy, the more chances of winning. The promotion ends on 1009. More information: http:www.americanas.com.braniversario.	1	1	0	0	0	1	0	-1	0	1	1	1	1	0	1	-1	1	-1	1
1	AMERICAN STORES SA, AMERICAN STORES, pendrive to discount for £ 4000 in store gains comments hilarious. Very high price is within the product standards, but high amount charged generated reviews The internet does not Funny forgive: the site of Lojas Americanas created a seemingly unmissable discount for a stick that is launching and can record a high amount of data  from R $ 4,699 to R $ 4,299.10  and immediately became a source of jokes and funny comments from readers who found grace in the absurd price. The YouPix site selected the best comments on the product, showing the good old typical din of the Brazilian public. In the evaluations (all fake of course), there are people saying bought several units and to personal property sold or changed financial plans just to get their hands on the DataTraveler HyperX Predator 512 GB of Kingston. 	1	1	0	0	0	1	0	-1	-1	0	1	1	1	-1	1	1	1	1	1
